source,target,value,provincia
Budget,Jordan Staal,6000000,CAR
Budget,Loui Eriksson,6000000,VAN
Budget,Milan Lucic,6000000,CGY
Budget,Kyle Okposo,6000000,BUF
Budget,Brock Nelson,6000000,NYI
Budget,Johnny Boychuk,6000000,NYI
Budget,Matt Dumba,6000000,MIN
Budget,Nikolaj Ehlers,6000000,WPG
Budget,Jacob Markström,6000000,CGY
Budget,Timo Meier,6000000,SJS
Budget,Jake Guentzel,6000000,PIT
Budget,Nate Schmidt,5950000,VAN
Budget,William Karlsson,5900000,VGK
Budget,Jonathan Huberdeau,5900000,FLA
Budget,Aleksander Barkov,5900000,FLA
Budget,Dustin Brown,5875000,LAK
Budget,Cam Atkinson,5875000,CBJ
Budget,Brock Boeser,5875000,VAN
Budget,Brandon Dubinsky,5850000,CBJ
Budget,Nick Schmaltz,5850000,ARI
Budget,Adam Henrique,5825000,ANA
Budget,Jonathan Quick,5800000,LAK
Budget,Esa Lindell,5800000,DAL
Budget,Martin Jones,5750000,SJS
Budget,Matt Niskanen,5750000,PHI
Budget,T.J. Oshie,5750000,WSH
Budget,Alexander Steen,5750000,STL
Budget,James Neal,5750000,EDM
Budget,Dougie Hamilton,5750000,CAR
Budget,Travis Zajac,5750000,NJD
Budget,Marc Staal,5700000,DET
Budget,Jake Muzzin,5625000,TOR
Budget,Tomas Hertl,5625000,SJS
Budget,Darnell Nurse,5600000,EDM
Budget,Gabriel Landeskog,5571429,COL
Budget,Duncan Keith,5538462,CHI
Budget,Jeff Petry,5500000,MTL
Budget,Andrew Ladd,5500000,NYI
Budget,Jonathan Drouin,5500000,MTL
Budget,Anton Strålman,5500000,FLA
Budget,Jordan Eberle,5500000,NYI
Budget,Nick Foligno,5500000,CBJ
Budget,Josh Anderson,5500000,MTL
Budget,Colton Parayko,5500000,STL
Budget,Nick Leddy,5500000,NYI
Budget,Jason Zucker,5500000,PIT
Budget,Gustav Nyquist,5500000,CBJ
Budget,Bo Horvat,5500000,VAN
Budget,Travis Konecny,5500000,PHI
Budget,Alex Goligoski,5475000,ARI
Budget,Teuvo Teräväinen,5400000,CAR
Budget,Seth Jones,5400000,CBJ
Budget,Rasmus Ristolainen,5400000,BUF
Budget,Mika Zibanejad,5350000,NYR
Budget,Mikael Backlund,5350000,CGY
Budget,Jaden Schwartz,5350000,STL
Budget,Roberto Luongo,5333333,-
Budget,Patric Hörnqvist,5300000,FLA
Budget,Ondrej Palat,5300000,TBL
Budget,Tomas Tatar,5300000,MTL
Budget,Max Domi,5300000,CBJ
Budget,Jaccob Slavin,5300000,CAR
Budget,Bryan Little,5291667,WPG
Budget,Marián Hossa,5275000,ARI
Budget,Jeff Carter,5272727,LAK
Budget,Jakob Silfverberg,5250000,ANA
Budget,J.T. Miller,5250000,VAN
Budget,Frans Nielsen,5250000,DET
Budget,Nino Niederreiter,5250000,CAR
Budget,Charlie Coyle,5250000,BOS
Budget,Brady Skjei,5250000,CAR
Budget,Hampus Lindholm,5205556,ANA
Budget,Sam Reinhart,5200000,BUF
Budget,Shea Theodore,5200000,VGK
Budget,Yanni Gourde,5166666,TBL
Budget,Tom Wilson,5166666,WSH
Budget,Dmitry Orlov,5100000,WSH
Budget,Frederik Andersen,5000000,TOR
Budget,Jean-Gabriel Pageau,5000000,NYI
Budget,Robin Lehner,5000000,VGK
Budget,Tyler Bozak,5000000,STL
Budget,Morgan Rielly,5000000,TOR
Budget,Tyler Johnson,5000000,TBL
Budget,Jonathan Marchessault,5000000,VGK
Budget,TJ Brodie,5000000,TOR
Budget,Niklas Hjalmarsson,5000000,ARI
Budget,Semyon Varlamov,5000000,NYI
Budget,Pekka Rinne,5000000,NSH
Budget,Reilly Smith,5000000,VGK
Budget,Josh Bailey,5000000,NYI
Budget,Danny DeKeyser,5000000,DET
Budget,Zachary Werenski,5000000,CBJ
Budget,Samuel Girard,5000000,COL
Budget,Evgeni Dadonov,5000000,OTT
Budget,Noah Hanifin,4950000,CGY
Budget,Ben Bishop,4916666,DAL
Budget,André Burakovsky,4900000,COL
Budget,Charlie McAvoy,4900000,BOS
Budget,Marián Gáborík,4875000,OTT
Budget,Michael Matheson,4875000,PIT
Budget,Elias Lindholm,4850000,CGY
Budget,Anthony Deangelo,4800000,NYR
Budget,Vincent Trocheck,4750000,CAR
Budget,Alex Tuch,4750000,VGK
Budget,Colin White,4750000,OTT
Budget,Kevin Labanc,4725000,SJS
Budget,Kyle Palmieri,4650000,NJD
Budget,Ryan Murray,4600000,NJD
Budget,Jakob Chychrun,4600000,ARI
Budget,Artem Anisimov,4550000,OTT
Budget,Calvin De Haan,4550000,CHI
Budget,Rasmus Andersson,4550000,CGY
Budget,Nazem Kadri,4500000,COL
Budget,Jason Demers,4500000,ARI
Budget,Marcus Johansson,4500000,MIN
Budget,Christopher Tanev,4500000,CGY
Budget,Shayne Gostisbehere,4500000,PHI
Budget,Darcy Kuemper,4500000,ARI
Budget,Mikko Koskinen,4500000,EDM
Budget,Nikita Zaitsev,4500000,OTT
Budget,Nikita Gusev,4500000,NJD
Budget,Alex Killorn,4450000,TBL
Budget,Christian Dvorak,4450000,ARI
Budget,Jordan Binnington,4400000,STL
Budget,Brandon Sutter,4375000,VAN
Budget,Jake Allen,4350000,MTL
Budget,Brendan Smith,4350000,NYR
Budget,Sean Couturier,4333333,PHI
Budget,Devan Dubnyk,4333333,SJS
Budget,Braden Holtby,4300000,VAN
Budget,Ian Cole,4250000,COL
Budget,John Klingberg,4250000,DAL
Budget,Tyler Toffoli,4250000,MTL
Budget,David Savard,4250000,CBJ
Budget,Antti Raanta,4250000,ARI
Budget,Viktor Arvidsson,4250000,NSH
Budget,Oscar Klefbom,4167000,EDM
Budget,Jonas Brodin,4166667,MIN
Budget,Adam Larsson,4166666,EDM
Budget,Damon Severson,4166666,NJD
Budget,Mathieu Perreault,4125000,WPG
Budget,Josh Manson,4100000,ANA
Budget,Nick Bonino,4100000,MIN
Budget,Brian Dumoulin,4100000,PIT
Budget,Nick Bjugstad,4100000,MIN
Budget,Devon Toews,4100000,COL
Budget,Olli Määttä,4083333,LAK
Budget,Jake Gardiner,4050000,CAR
Budget,Marcus Pettersson,4025175,PIT
Budget,Brett Pesce,4025000,CAR
Budget,David Perron,4000000,STL
Budget,Justin Schultz,4000000,WSH
Budget,Kris Russell,4000000,EDM
Budget,Alec Martinez,4000000,VGK
Budget,Erik Gudbranson,4000000,OTT
Budget,Victor Rask,4000000,MIN
Budget,Elvis Merzlikins,4000000,CBJ
Budget,Andrew Shaw,3900000,CHI
Budget,Corey Crawford,3900000,NJD
Budget,Kevin Shattenkirk,3900000,ANA
Budget,Brenden Dillon,3900000,WSH
Budget,Joonas Donskoi,3900000,COL
Budget,Colin Miller,3875000,BUF
Budget,Connor Murphy,3850000,CHI
Budget,Darren Helm,3850000,DET
Budget,Brandon Montour,3850000,BUF
Budget,Rickard Rakell,3789444,ANA
Budget,Tanner Pearson,3750000,VAN
Budget,Boone Jenner,3750000,CBJ
Budget,Tyson Barrie,3750000,EDM
Budget,Mattias Ekholm,3750000,NSH
Budget,Brendan Gallagher,3750000,MTL
Budget,Will Butcher,3733333,NJD
Budget,Dominik Kubalik,3700000,CHI
Budget,Matt Grzelcyk,3687500,BOS
Budget,Cam Talbot,3666667,MIN
Budget,Thomas Greiss,3600000,DET
Budget,Connor Brown,3600000,OTT
Budget,Bryan Rust,3500000,PIT
Budget,Ben Chiarot,3500000,MTL
Budget,Micheal Ferland,3500000,VAN
Budget,Joel Edmundson,3500000,MTL
Budget,Chris Tierney,3500000,OTT
Budget,Lars Eller,3500000,WSH
Budget,Brett Connolly,3500000,FLA
Budget,Cal Clutterbuck,3500000,NYI
Budget,Tristan Jarry,3500000,PIT
Budget,Tyler Bertuzzi,3500000,DET
Budget,Brandon Tanev,3500000,PIT
Budget,J.T. Compher,3500000,COL
Budget,Alexander Kerfoot,3500000,TOR
Budget,James Reimer,3400000,CAR
Budget,Paul Byron,3400000,MTL
Budget,Andreas Johnsson,3400000,NJD
Budget,Ryan Dzingel,3375000,CAR
Budget,Sven Baertschi,3366666,VAN
Budget,Casey Cizikas,3350000,NYI
Budget,Jakub Vrána,3350000,WSH
Budget,Philipp Grubauer,3333333,COL
Budget,Anton Khudobin,3333333,DAL
Budget,Marco Scandella,3275000,STL
Budget,Andrew Cogliano,3250000,DAL
Budget,Zack Smith,3250000,CHI
Budget,Radek Faksa,3250000,DAL
Budget,Eric Staal,3250000,BUF
Budget,Travis Sanheim,3250000,PHI
Budget,Pavel Buchnevich,3250000,NYR
Budget,Zack Kassian,3200000,EDM
Budget,Nikita Zadorov,3200000,CHI
Budget,Kasperi Kapanen,3200000,PIT
Budget,Ryan Graves,3166667,COL
Budget,Petr Mrázek,3125000,CAR
Budget,Derek Ryan,3125000,CGY
Budget,Craig Smith,3100000,BOS
Budget,Phillip Danault,3083333,MTL
Budget,Leo Komarov,3000000,NYI
Budget,Jonathan Bernier,3000000,DET
Budget,Valtteri Filppula,3000000,DET
Budget,Patrik Nemeth,3000000,DET
Budget,Antoine Roussel,3000000,VAN
Budget,Jay Beagle,3000000,VAN
Budget,Kevin Fiala,3000000,MIN
Budget,Dylan DeMelo,3000000,WPG
Budget,Erik Gustafsson,3000000,PHI
Budget,Neal Pionk,3000000,WPG
Budget,Oskar Lindblom,3000000,PHI
Budget,Robby Fabbri,2950000,DET
Budget,Jared McCann,2940000,PIT
Budget,Adam Lowry,2916666,WPG
Budget,Marcus Foligno,2875000,MIN
Budget,Colton Sissons,2857143,NSH
Budget,Matt Calvert,2850000,COL
Budget,Jake McCabe,2850000,BUF
Budget,Brandon Carlo,2850000,BOS
Budget,Joonas Korpisalo,2800000,CBJ
Budget,Danton Heinen,2800000,ANA
Budget,Richard Pánik,2750000,WSH
Budget,Carl Hagelin,2750000,WSH
Budget,Chandler Stephenson,2750000,VGK
Budget,Carter Hutton,2750000,BUF
Budget,Riley Nash,2750000,CBJ
Budget,Oskar Sundqvist,2750000,STL
Budget,John Moore,2750000,BOS
Budget,Miles Wood,2750000,NJD
Budget,David Rittich,2750000,CGY
Budget,Carson Soucy,2750000,MIN
Budget,Markus Nutivaara,2700000,FLA
Budget,Sean Walker,2650000,LAK
Budget,Joel Armia,2600000,MTL
Budget,Linus Ullmark,2600000,BUF
Budget,Ondrej Kase,2600000,BOS
Budget,Anders Nilsson,2600000,OTT
Budget,Sam Bennett,2550000,CGY
Budget,Jake Virtanen,2550000,VAN
Budget,Denis Gurianov,2550000,DAL
Budget,Frank Vatrano,2533333,FLA
Budget,Valeri Nichushkin,2500000,COL
Budget,Brayden McNabb,2500000,VGK
Budget,Radko Gudas,2500000,FLA
Budget,Thomas Hickey,2500000,NYI
Budget,Nick Jensen,2500000,WSH
Budget,Oliver Bjorkstrand,2500000,CBJ
Budget,Michal Kempný,2500000,WSH
Budget,Andrew Mangiapane,2425000,CGY
Budget,Alex Iafallo,2425000,LAK
Budget,Alexandar Georgiev,2425000,NYR
Budget,Blake Comeau,2400000,DAL
Budget,Artturi Lehkonen,2400000,MTL
Budget,Stephen Johns,2350000,DAL
Budget,Scott Laughton,2300000,PHI
Budget,Andrew Copp,2280000,WPG
Budget,Cody Eakin,2250000,BUF
Budget,Alexander Wennberg,2250000,FLA
Budget,Greg Pateryn,2250000,MIN
Budget,Jaroslav Halák,2250000,BOS
Budget,Mattias Janmark,2250000,CHI
Budget,Zach Hyman,2250000,TOR
Budget,Pavel Zacha,2250000,NJD
Budget,Radim Simek,2250000,SJS
Budget,Zemgus Girgensons,2200000,BUF
Budget,Alex Chiasson,2150000,EDM
Budget,Jamie Oleksiak,2137500,DAL
Budget,Brock McGinn,2100000,CAR
Budget,Anthony Beauvillier,2100000,NYI
Budget,Jordan Greenway,2100000,MIN
Budget,Mark Borowiecki,2000000,NSH
Budget,Vladislav Namestnikov,2000000,DET
Budget,Jordie Benn,2000000,VAN
Budget,Jesper Fast,2000000,CAR
Budget,Rocco Grimaldi,2000000,NSH
Budget,Calle Järnkrok,2000000,NSH
Budget,Jordan Martinook,2000000,CAR
Budget,Adrian Kempe,2000000,LAK
Budget,Justin Holl,2000000,TOR
Budget,Pavel Francouz,2000000,COL
Budget,Ilya Sorokin,2000000,NYI
Budget,Ryan Hartman,1900000,MIN
Budget,Ryan Donato,1900000,SJS
Budget,Brett Kulak,1850000,MTL
Budget,Pierre-Édouard Bellemare,1800000,COL
Budget,Justin Braun,1800000,PHI
Budget,Luke Glendening,1800000,DET
Budget,Blake Coleman,1800000,TBL
Budget,Carl Gunnarsson,1750000,STL
Budget,Tyler Pitlick,1750000,ARI
Budget,Ryan Reaves,1750000,VGK
Budget,Braydon Coburn,1700000,TBL
Budget,Nick Holden,1700000,VGK
Budget,Sonny Milano,1700000,ANA
Budget,Troy Stecher,1700000,DET
Budget,Noel Acciari,1666667,FLA
Budget,Kyle Turris,1650000,EDM
Budget,Cédric Paquette,1650000,TBL
Budget,Jack Campbell,1650000,TOR
Budget,Dean Kukan,1650000,CBJ
Budget,Ilya Mikheyev,1645000,TOR
Budget,Scott Harrington,1633333,CBJ
Budget,Michael Raffl,1600000,PHI
Budget,Robert Hägg,1600000,PHI
Budget,Adam Pelech,1600000,NYI
Budget,Anders Bjork,1600000,BOS
Budget,Lawson Crouse,1533333,ARI
Budget,Andrej Sekera,1500000,DAL
Budget,Josh Archibald,1500000,EDM
Budget,Laurent Brossoit,1500000,WPG
Budget,Derek Grant,1500000,ANA
Budget,Henrik Lundqvist,1500000,WSH
Budget,Connor Carrick,1500000,NJD
Budget,Brian Elliott,1500000,PHI
Budget,Mike Smith,1500000,EDM
Budget,Wayne Simmonds,1500000,TOR
Budget,Mikko Koivu,1500000,CBJ
Budget,Austin Watson,1500000,OTT
Budget,Nick Cousins,1500000,NSH
Budget,Jason Dickinson,1500000,DAL
Budget,Garnet Hathaway,1500000,WSH
Budget,Juuse Saros,1500000,NSH
Budget,Mike Reilly,1500000,OTT
Budget,Samuel Blais,1500000,STL
Budget,Marcus Sörensen,1500000,SJS
Budget,Zachary Sanford,1500000,STL
Budget,Nick Ritchie,1498925,BOS
Budget,Joel Eriksson Ek,1487500,MIN
Budget,Ivan Barbashev,1475000,STL
Budget,Scott Mayfield,1450000,NYI
Budget,Troy Terry,1450000,ANA
Budget,Jordan Oesterle,1400000,ARI
Budget,Jordan Weal,1400000,MTL
Budget,Johan Larsson,1400000,ARI
Budget,William Carrier,1400000,VGK
Budget,Tage Thompson,1400000,BUF
Budget,Robert Bortuzzo,1375000,STL
Budget,Chris Wagner,1350000,BOS
Budget,Nicholas Paul,1350000,OTT
Budget,Curtis McElhinney,1300000,TBL
Budget,Sean Kuraly,1275000,BOS
Budget,Cody Ceci,1250000,PIT
Budget,Nathan Beaulieu,1250000,WPG
Budget,Kevan Miller,1250000,BOS
Budget,Tomas Nosek,1250000,VGK
Budget,Casey DeSmith,1250000,PIT
Budget,Pierre Engvall,1250000,TOR
Budget,Tyler Motte,1225000,VAN
Budget,Colton Sceviour,1200000,PIT
Budget,Jujhar Khaira,1200000,EDM
Budget,Mikhail Grigorenko,1200000,CBJ
Budget,Joshua Brown,1200000,OTT
Budget,Jacob Larsson,1200000,ANA
Budget,Jesse Puljujärvi,1175000,EDM
Budget,Jack Johnson,1150000,NYR
Budget,Dmitry Kulikov,1150000,NJD
Budget,Juuso Riikola,1150000,PIT
Budget,Carter Rowney,1133333,ANA
Budget,Austin Wagner,1133333,LAK
Budget,Pheonix Copley,1100000,WSH
Budget,Nicolas Aubé-Kubel,1075000,PHI
Budget,Thatcher Demko,1050000,VAN
Budget,Bobby Ryan,1000000,DET
Budget,Kyle Clifford,1000000,STL
Budget,Derek Forbort,1000000,WPG
Budget,Brad Richardson,1000000,NSH
Budget,Nicolas Deslauriers,1000000,ANA
Budget,Tyler Ennis,1000000,EDM
Budget,Zach Bogosian,1000000,TOR
Budget,Ryan Carpenter,1000000,CHI
Budget,Ross Johnston,1000000,NYI
Budget,Carter Verhaeghe,1000000,FLA
Budget,Christian Djoos,1000000,ANA
Budget,Vinnie Hinostroza,1000000,FLA
Budget,Christian Fischer,1000000,ARI
Budget,Matthew Benning,1000000,NSH
Budget,Zach Aston-Reese,1000000,PIT
Budget,David Kämpf,1000000,CHI
Budget,Collin Delia,1000000,CHI
Budget,Connor Clifton,1000000,BOS
Budget,Ilya Lyubushkin,1000000,ARI
Budget,Kodie Curran,1000000,ANA
Budget,Adam Erne,997500,DET
Budget,Eric Robinson,975000,CBJ
Budget,Lucas Wallmark,950000,CHI
Budget,Adam Gaudette,950000,VAN
Budget,Stefan Noesen,925000,SJS
Budget,Jon Merrill,925000,DET
Budget,Barclay Goodrow,925000,TBL
Budget,Brayden Burke,925000,ARI
Budget,Conor Timmins,925000,COL
Budget,Trent Frederic,925000,BOS
Budget,Ryan Lindgren,925000,NYR
Budget,Erik Foley,925000,STL
Budget,Cal Foote,925000,TBL
Budget,Josh Dickinson,925000,COL
Budget,Cooper Marody,925000,EDM
Budget,Dennis Gilbert,925000,COL
Budget,Ilya Samsonov,925000,WSH
Budget,Elias Pettersson,925000,VAN
Budget,Henri Jokiharju,925000,BUF
Budget,Andrei Svechnikov,925000,CAR
Budget,Colton Point,925000,DAL
Budget,Jesperi Kotkaniemi,925000,MTL
Budget,Rasmus Dahlin,925000,BUF
Budget,Isac Lundeström,925000,ANA
Budget,Brady Tkachuk,925000,OTT
Budget,Tye Felhaber,925000,DAL
Budget,Adam Huska,925000,NYR
Budget,Joe Snively,925000,WSH
Budget,Rhett Gardner,925000,DAL
Budget,Joseph Cecconi,925000,DAL
Budget,Jake Oettinger,925000,DAL
Budget,Joel Farabee,925000,PHI
Budget,Dante Fabbro,925000,NSH
Budget,Shane Bowers,925000,COL
Budget,Ryan Poehling,925000,MTL
Budget,Blake Lizotte,925000,LAK
Budget,Jeremy Davies,925000,NSH
Budget,Bobby Nardella,925000,WSH
Budget,Lukas Craggs,925000,NSH
Budget,Riley Tufte,925000,DAL
Budget,Brandon Duhaime,925000,MIN
Budget,Josh Wilkins,925000,NSH
Budget,Michael Anderson,925000,LAK
Budget,Danil Yurtaykin,925000,SJS
Budget,Mario Ferraro,925000,SJS
Budget,Yegor Korshkov,925000,TOR
Budget,Adam Fox,925000,NYR
Budget,Vitali Kravtsov,925000,NYR
Budget,Igor Shesterkin,925000,NYR
Budget,Daniil Tarasov,925000,CBJ
Budget,Otto Leskinen,925000,MTL
Budget,Carl-Johan Lerby,925000,CGY
Budget,Arttu Ruotsalainen,925000,BUF
Budget,Alexander Yelesin,925000,CGY
Budget,Emil Bemström,925000,CBJ
Budget,Aleksi Heponiemi,925000,FLA
Budget,Yegor Rykov,925000,NYR
Budget,Joshua Norris,925000,OTT
Budget,Joel Kiviranta,925000,DAL
Budget,Veini Vehvilainen,925000,CBJ
Budget,Jesper Boqvist,925000,NJD
Budget,Kirby Dach,925000,CHI
Budget,Kaapo Kakko,925000,NYR
Budget,Jack Hughes,925000,NJD
Budget,John Marino,925000,PIT
Budget,Chase Priskie,925000,FLA
Budget,Bryce Kindopp,925000,ANA
Budget,Jacob Christiansen,925000,CBJ
Budget,Patrick Khodorenko,925000,NYR
Budget,Drew O'Connor,925000,PIT
Budget,Alex Turcotte,925000,LAK
Budget,K'Andre Miller,925000,NYR
Budget,Cameron Lee,925000,PIT
Budget,Brandon Biro,925000,BUF
Budget,Jeremy Swayman,925000,BOS
Budget,Patrick Harper,925000,NSH
Budget,Connor Mackey,925000,CGY
Budget,Adam Beckman,925000,MIN
Budget,Tanner Laczynski,925000,PHI
Budget,Mitchell Chaffee,925000,MIN
Budget,Mattias Samuelsson,925000,BUF
Budget,Jack Ahcan,925000,BOS
Budget,Scott Perunovich,925000,STL
Budget,Trevor Zegras,925000,ANA
Budget,Wade Allison,925000,PHI
Budget,Tyler Madden,925000,LAK
Budget,Brinson Pasichnuk,925000,SJS
Budget,John Leonard,925000,SJS
Budget,Tim Berni,925000,CBJ
Budget,Justin Richards,925000,NYR
Budget,Alexander Barabanov,925000,TOR
Budget,Dylan Samberg,925000,WPG
Budget,Cameron Crotty,925000,ARI
Budget,Cole Hults,925000,LAK
Budget,Mathias Bromé,925000,DET
Budget,Johannes Kinnvall,925000,CGY
Budget,Theodor Lennström,925000,EDM
Budget,Artem Zub,925000,OTT
Budget,Mikko Lehtonen,925000,TOR
Budget,Alexei Melnichuk,925000,SJS
Budget,Grigori Denisenko,925000,FLA
Budget,Tyler Wall,925000,NYR
Budget,Jack Dugan,925000,VGK
Budget,Ian Mitchell,925000,CHI
Budget,Matej Chalupa,925000,CHI
Budget,Arthur Kaliyev,925000,LAK
Budget,Kirill Kaprizov,925000,MIN
Budget,Jack Rathbone,925000,VAN
Budget,Wyatt Kalynuk,925000,CHI
Budget,Pius Suter,925000,CHI
Budget,Morgan Barron,925000,NYR
Budget,Reilly Walsh,925000,NJD
Budget,Cameron Morrison,925000,CHI
Budget,Ryan Shea,925000,DAL
Budget,Alexis Lafrenière,925000,NYR
Budget,Tyson Foerster,925000,PHI
Budget,Quinton Byfield,925000,LAK
Budget,Kaiden Guhle,925000,MTL
Budget,Marco Rossi,925000,MIN
Budget,Hendrix Lapierre,925000,WSH
Budget,Quinn Hughes,916667,VAN
Budget,Andrew Peeke,916667,CBJ
Budget,Gaëtan Haas,915000,EDM
Budget,Mathias Emilio Pettersen,903333,CGY
Budget,Patrick Maroon,900000,TBL
Budget,Mackenzie MacEachern,900000,STL
Budget,Jimmy Vesey,900000,TOR
Budget,Mason Appleton,900000,WPG
Budget,Christian Wolanin,900000,OTT
Budget,Alexandre Texier,897500,CBJ
Budget,Eetu Luostarinen,897500,FLA
Budget,Ozzy Wiesblatt,897500,SJS
Budget,Jake Neighbours,897500,STL
Budget,Gabriel Vilardi,894167,LAK
Budget,Urho Vaakanainen,894167,BOS
Budget,Adam Boqvist,894167,CHI
Budget,Barrett Hayton,894167,ARI
Budget,Filip Zadina,894167,DET
Budget,Rasmus Sandin,894167,TOR
Budget,Liam Foudy,894167,CBJ
Budget,Noah Dobson,894167,NYI
Budget,Kristian Vesalainen,894167,WPG
Budget,Serron Noel,894167,FLA
Budget,Oliver Wahlstrom,894167,NYI
Budget,Joseph Veleno,894167,DET
Budget,Nolan Foote,894167,NJD
Budget,Philip Broberg,894167,EDM
Budget,Victor Söderström,894167,ARI
Budget,Connor McMichael,894167,WSH
Budget,Moritz Seider,894167,DET
Budget,Tobias Björnfot,894167,LAK
Budget,Simon Holmström,894167,NYI
Budget,Dylan Cozens,894167,BUF
Budget,Ville Heinola,894167,WPG
Budget,Lassi Thomson,894167,OTT
Budget,Bowen Byram,894167,COL
Budget,Ryan Suzuki,894167,CAR
Budget,Samuel Poulin,894167,PIT
Budget,Thomas Harley,894167,DAL
Budget,Jakob Pelletier,894167,CGY
Budget,Philip Tomasino,894167,NSH
Budget,Peyton Krebs,894167,VGK
Budget,Brayden Tracey,894167,ANA
Budget,Alexander Romanov,894167,MTL
Budget,German Rubtsov,894166,PHI
Budget,Dennis Cholowski,894166,DET
Budget,Miro Heiskanen,894166,DAL
Budget,Lias Andersson,894166,LAK
Budget,Filip Chytil,894166,NYR
Budget,Juuso Välimäki,894166,CGY
Budget,Michael Rasmussen,894166,DET
Budget,Kailer Yamamoto,894166,EDM
